Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD3_p300,CD3_media,CD4_p300,CD4_media,CD8_p300,CD8_media,CD4neg_CD8neg_p300,CD4neg_CD8neg_media,CD3neg_p300,CD3neg_media,CD4_aCD3_CD107a,CD4_p300_CD107a,CD4_media_CD107a,CD8_aCD3_CD107a,CD8_p300_CD107a,CD8_media_CD107a,CD4neg_CD8neg_aCD3_CD107a,CD4neg_CD8neg_p300_CD107a,CD4neg_CD8neg_media_CD107a,CD3neg_aCD3_CD107a,CD3neg_p300_CD107a,CD3neg_media_CD107a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media_IFNg,CD4neg_CD8neg_aCD3_IFNg,CD4neg_CD8neg_p300_IFNg,CD4neg_CD8neg_media_IFNg,CD3neg_aCD3_IFNg,CD3neg_p300_IFNg,CD3neg_media_IFNg,CD4_aCD3_IL-2,CD4_p300_IL-2,CD4_media_IL-2,CD8_aCD3_IL-2,CD8_p300_IL-2,CD8_media_IL-2,CD4neg_CD8neg_aCD3_IL-2,CD4neg_CD8neg_p300_IL-2,CD4neg_CD8neg_media_IL-2,CD3neg_aCD3_IL-2,CD3neg_p300_IL-2,CD3neg_media_IL-2,CD4_aCD3_IL-4,CD4_p300_IL-4,CD4_media_IL-4,CD8_aCD3_IL-4,CD8_p300_IL-4,CD8_media_IL-4,CD4neg_CD8neg_aCD3_IL-4,CD4neg_CD8neg_p300_IL-4,CD4neg_CD8neg_media_IL-4,CD3neg_aCD3_IL-4,CD3neg_p300_IL-4,CD3neg_media_IL-4,CD4_aCD3_IL-10,CD4_p300_IL-10,CD4_media_IL-10,CD8_aCD3_IL-10,CD8_p300_IL-10,CD8_media_IL-10,CD4neg_CD8neg_aCD3_IL-10,CD4neg_CD8neg_p300_IL-10,CD4neg_CD8neg_media_IL-10,CD3neg_aCD3_IL-10,CD3neg_p300_IL-10,CD3neg_meda_IL-10,CD4_aCD3_IL-17a,CD4_p300_IL-17a,CD4_media_IL-17a,CD8_aCD3_IL-17a,CD8_p300_IL-17a,CD8_media_IL-17a,CD4neg_CD8neg_aCD3_IL-17a,CD4neg_CD8neg_p300_IL-17a,CD4neg_CD8neg_media_IL-17a,CD3neg_aCD3_IL-17a,CD3neg_p300_IL-17a,CD3neg_media_IL-17a,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD8_aCD3_TNF,CD8_p300_TNF,CD8_media_TNF,CD4neg_CD8neg_aCD3_TNF,CD4neg_CD8neg_p300_TNF,CD4neg_CD8neg_media_TNF,CD3neg_aCD3_TNF,CD3neg_p300_TNF,CD3neg_media_TNF
C57BL/6,RL-07,UNC,173,0,5.913813852,4.537819095,26351341.86,1420337.326,505945.7637,216081.0033,39527.01279,3478377.126,62.30%,61.40%,18.40%,24.00%,43.20%,44.00%,3.47%,4.49%,39.10%,39.90%,5.49%,5.94%,2.40%,20.30%,5.29%,4.20%,,12.10%,8.88%,,45.50%,19.80%,15.30%,10.40%,2.77%,5.24%,2.05%,1.45%,,0%,0%,,7.04%,2.11%,3.02%,2.28%,0.06%,0.78%,0.32%,0.30%,,0%,0.33%,,0.71%,0.05%,0.22%,0.44%,0.12%,0.10%,0.11%,0.17%,,0.67%,0.99%,,0.06%,0.05%,0.42%,0.88%,0.12%,0.14%,0.16%,0.27%,,0%,0.33%,,0.04%,0.05%,0.42%,0.38%,0.06%,0.25%,0.30%,0.30%,,1.34%,0.33%,,0.02%,0.05%,4.72%,2.65%,2.16%,2.28%,1.27%,1.98%,,0%,0%,,3.68%,4.83%
C57BL/6,RL-07,UNC,174,0,5.973127854,5.136720567,8593809.847,311095.9165,128907.1477,42109.66825,4125.028726,1392197.195,45.30%,42.90%,22.50%,21.50%,20.30%,19.80%,4.11%,5.12%,55.90%,58.10%,7.64%,4.08%,1.79%,23.20%,11.20%,11.40%,,14.10%,14.00%,,26.50%,21.40%,30.90%,11.80%,4.10%,23.50%,10.90%,9.44%,,1.18%,0%,,8.15%,3.14%,2.87%,1.29%,0%,0.97%,0%,0.83%,,0%,0%,,0.32%,0%,0.32%,0.43%,0%,0.16%,0%,0%,,1.18%,2.15%,,0.04%,0.08%,0.32%,0.64%,0%,0.32%,0.24%,0%,,0%,1.08%,,0.08%,0%,0%,0.21%,0%,0.16%,0%,0%,,0%,1.08%,,0%,0%,9.24%,1.29%,0%,6.98%,3.80%,5.56%,,0%,0%,,3.09%,1.51%
C57BL/6,RL-07,UNC,175,0,5.646730386,5.338456494,11160922.24,566974.8498,247772.4737,95983.93126,24554.02893,1919678.625,49.50%,43.90%,29.60%,24.30%,23.40%,19.00%,4.93%,5.44%,51.90%,57.80%,10.70%,4.41%,1.74%,25.10%,11.50%,10.80%,,16.70%,15.50%,,24.90%,23.90%,34.80%,13.00%,2.17%,29.10%,9.57%,7.78%,,0.76%,0%,,6.41%,1.69%,6.34%,2.27%,0.65%,0.17%,0.48%,0%,,0%,0%,,0.29%,0.16%,0.52%,0.38%,0.22%,0.17%,0.16%,0.28%,,1.52%,1.94%,,0%,0.32%,1.03%,0.25%,0%,0.43%,0.16%,0.28%,,2.27%,0%,,0.11%,0.04%,0.91%,0.25%,0%,0.60%,0.16%,0.56%,,0.76%,0%,,0.07%,0%,9.70%,2.14%,0%,13.70%,2.87%,6.11%,,0%,0%,,1.50%,1.09%
C57BL/6,RL-07,UNC,176,0,5.819543936,4.781755375,8829462.742,534182.4959,245459.0642,60923.29292,22073.65686,1474520.278,51.40%,51.20%,26.80%,25.70%,24.70%,24.10%,4.29%,5.09%,49.60%,49.90%,11.70%,2.41%,0.25%,24.40%,8.31%,8.97%,,4.11%,12.50%,,16.60%,19.50%,41.90%,28.30%,4.44%,27.80%,14.30%,10.00%,,1.37%,1.25%,,11.30%,2.95%,5.54%,3.29%,0.25%,0.81%,1.19%,0%,,0%,0%,,0.69%,0.20%,0.75%,0.88%,0%,0.10%,0.71%,0.53%,,1.37%,2.50%,,0%,0.20%,1.57%,2.41%,0%,0.41%,1.43%,0.53%,,0%,1.25%,,0.13%,0.07%,0.75%,1.54%,0%,0.56%,1.43%,0.79%,,2.74%,1.25%,,0.13%,0.07%,14.60%,19.10%,1.73%,24.60%,20.90%,5.80%,,0%,0%,,21.30%,2.36%
C57BL/6,RL-07,UNC,177,0,5.819543936,3.509202522,15247243.72,579395.2615,199738.8928,44217.0068,41167.55806,2210850.34,57.20%,55.40%,22.40%,24.70%,26.00%,24.60%,6.71%,7.02%,43.80%,46.20%,8.60%,3.83%,0.93%,19.70%,5.49%,5.39%,,7.66%,10.70%,,30.70%,30.90%,30.40%,25.40%,4.07%,15.30%,8.67%,6.44%,,2.55%,0.41%,,8.88%,2.57%,11.50%,7.66%,0.47%,1.35%,0.66%,0.59%,,0%,0%,,1.59%,0.31%,0.90%,0.51%,0.58%,0.34%,0.11%,0.12%,,0.43%,6.56%,,0.30%,0.83%,2.45%,1.66%,0.23%,0.36%,0.88%,0.12%,,0%,0.41%,,0.15%,0.04%,1.59%,0.64%,0.47%,0.56%,0.55%,0.12%,,0%,0.41%,,0%,0%,19.40%,12.90%,2.33%,21.00%,5.16%,9.48%,,0%,0.41%,,7.18%,5.14%
C57BL/6,RL-07,UNC,178,1,5.029383778,3.260866072,13430543.74,543937.0216,241749.7874,28204.14186,21488.86999,1598234.705,62.00%,61.10%,26.40%,29.00%,25.70%,19.30%,5.27%,5.10%,38.80%,39.40%,8.75%,6.49%,0.70%,19.50%,4.49%,4.76%,,8.84%,10.00%,,26.70%,24.20%,32.70%,21.90%,3.05%,9.23%,7.83%,6.00%,,0.93%,0%,,7.37%,1.69%,7.43%,5.75%,0.23%,0.41%,0.19%,0%,,0%,0%,,1.58%,0.16%,1.01%,0.37%,0.23%,0.25%,0%,0.35%,,1.40%,6.67%,,0%,0.21%,2.09%,1.86%,0.12%,0.25%,0.19%,0.18%,,0%,0%,,0.04%,0.05%,1.01%,1.11%,0%,0.49%,0.19%,0.35%,,0.47%,0.67%,,0.04%,0.05%,13.30%,13.50%,3.05%,5.44%,3.25%,2.65%,,0%,0%,,6.06%,3.12%
C57BL/6,RL-07,UNC,179,1,5.096910013,3.343736735,15387632.68,441625.058,147721.2738,29236.5021,38469.08171,1892678.82,50.30%,49.60%,27.30%,33.80%,25.40%,24.00%,6.58%,8.20%,50.80%,51.20%,11.00%,2.12%,0.69%,16.90%,4.22%,2.77%,,11.00%,6.88%,,22.60%,12.90%,29.70%,12.90%,4.91%,15.10%,7.19%,5.26%,,0.44%,0.40%,,2.89%,0.52%,7.28%,1.38%,0.10%,1.26%,0.34%,0.14%,,0%,0%,,0.38%,0.06%,0.79%,0.11%,0.10%,0%,0%,0%,,0%,1.62%,,0%,0.03%,1.77%,0.11%,0.10%,0.36%,0.23%,0.14%,,0%,0.40%,,0.03%,0%,1.38%,0.21%,0.10%,0.18%,0.34%,0.14%,,0%,0.81%,,0%,0%,17.50%,2.12%,0.79%,18.10%,3.88%,2.35%,,0%,0%,,2.17%,1.48%
C57BL/6,RL-07,UNC,180,1,4.959041392,3.604226053,14038895.9,511015.8107,224622.3344,25270.01262,37905.01893,1460045.173,64.00%,68.90%,31.10%,35.40%,28.20%,26.90%,5.87%,6.68%,36.90%,31.70%,7.58%,4.40%,0.82%,14.90%,3.72%,2.47%,,1.63%,3.83%,,24.70%,14.10%,31.90%,18.30%,5.92%,17.10%,5.19%,14.00%,,0.54%,0%,,13.00%,2.50%,7.98%,3.58%,0.48%,0.81%,0.34%,0.13%,,0%,0%,,3.48%,0.41%,0.31%,0.41%,0.10%,0.12%,0.11%,0.06%,,1.09%,0.77%,,0%,0%,1.07%,1.74%,0.19%,0.19%,0.23%,0.06%,,0%,0.26%,,0.17%,0%,0.59%,0.92%,0.14%,0.37%,0.23%,0.25%,,0%,0.26%,,0.11%,0%,10.30%,12.30%,2.31%,2.76%,2.60%,1.33%,,0%,0%,,11.40%,1.68%
C57BL/6,RL-07,UNC,181,1,4.77815125,3.167317335,16632749.05,861576.4006,420808.5509,64867.72128,41581.87262,2162257.376,59.60%,64.60%,38.70%,42.20%,24.40%,19.60%,5.16%,6.25%,41.50%,36.80%,5.41%,2.53%,4.84%,17.10%,3.58%,5.19%,,4.62%,9.18%,,18.90%,19.00%,29.60%,17.60%,5.14%,11.80%,4.88%,5.52%,,2.05%,0%,,14.60%,4.20%,5.01%,4.10%,0.15%,0.73%,0.22%,0%,,0%,1.02%,,2.63%,0.23%,1.12%,0.62%,0.30%,0.46%,0.11%,0%,,1.03%,0%,,0%,0%,2.70%,0.55%,0.45%,0.91%,0.22%,0.65%,,0.51%,1.02%,,0.08%,0.11%,3.43%,1.98%,0.76%,1.10%,0.22%,0%,,0%,1.02%,,0.43%,0.11%,36.10%,13.10%,7.87%,21.00%,4.99%,16.60%,,0%,1.02%,,13.20%,14.30%
C57BL/6,RL-07,UNC,182,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC002,RL-13,UNC,225,1,5.089905111,2.832508913,6646800,963786,509144.88,142906.2,268530.72,2492550,47.50%,44.70%,81.60%,89.00%,7.48%,4.50%,6.10%,3.78%,49.80%,52.40%,3.62%,2.47%,0.88%,10.00%,0.86%,1.39%,,5.30%,4.10%,,49.90%,48.80%,28.30%,13.50%,3.73%,42.60%,23.80%,11.10%,,2.83%,2.46%,,10.10%,4.15%,0.94%,0.89%,0.04%,1.11%,0.86%,0%,,0.35%,0%,,0.86%,0.03%,0%,0.05%,0%,0%,0%,0%,,0%,0%,,0.12%,0.03%,1.29%,1.31%,0.32%,6.39%,0.57%,0.69%,,0%,0.82%,,1.65%,1.36%,23.50%,3.23%,1.27%,15.30%,0.86%,0%,,0%,0%,,7.43%,2.53%,23.50%,5.57%,2.11%,26.20%,2.01%,2.08%,,0%,0.83%,,6.49%,1.89%
CC002,RL-13,UNC,226,1,5.017033339,2.968482949,6040800,1280649.6,416211.12,124440.48,676569.6,2790849.6,41.90%,36.70%,79.20%,85.30%,8.94%,6.99%,6.87%,5.77%,56.50%,61.70%,3.25%,2.20%,0.96%,11.60%,1.92%,1.18%,,4.50%,5.71%,,63.50%,62.10%,25.30%,11.00%,2.31%,29.10%,9.20%,4.71%,,5.25%,3.81%,,4.01%,1.84%,2.01%,0.63%,0.06%,0.75%,0%,0.78%,,0%,0%,,0.34%,0.07%,0.05%,0.04%,0.03%,0.09%,0%,0%,,0.25%,0%,,0.08%,0.08%,0.97%,0.69%,0.61%,4.12%,0.77%,0.78%,,0%,0%,,0.91%,1.04%,9.52%,2.64%,1.80%,6.84%,1.15%,1.96%,,0%,0%,,2.81%,1.17%,16.20%,4.32%,1.58%,16.90%,1.34%,1.96%,,0%,0%,,2.54%,0.80%
CC002,RL-13,UNC,227,1,4.755874856,3.45331834,4700400,723861.6,389193.12,91187.76,215748.36,1757949.6,54.90%,53.30%,82.60%,84.20%,7.65%,8.14%,5.39%,5.49%,44.00%,45.00%,2.34%,1.20%,0.92%,11.70%,0.72%,2.38%,,3.09%,2.35%,,50.70%,50.30%,16.30%,10.30%,2.46%,23.80%,15.10%,3.17%,,4.12%,2.35%,,7.02%,2.52%,0.62%,0.93%,0.08%,0.36%,0%,0%,,0%,0%,,0.28%,0%,0%,0%,0%,0.36%,0%,0%,,0%,0%,,0%,0%,0.33%,0.27%,0.31%,1.78%,0.72%,0%,,0%,0%,,1.17%,1.45%,0.45%,3.87%,1.23%,1.07%,0.72%,1.59%,,0%,0%,,4.75%,1.45%,2.01%,6.00%,1.23%,4.98%,4.32%,3.97%,,0%,1.18%,,4.75%,0.92%
CC002,RL-13,UNC,228,1,5.495081584,2.568201724,2877600,111075.36,17265.6,6330.72,56976.48,471926.4,55.50%,53.20%,78.70%,78.90%,12.60%,13.30%,4.50%,4.35%,43.00%,45.20%,1.69%,1.61%,0.62%,6.10%,0.92%,0%,,2.56%,1.87%,,45.40%,47.40%,19.90%,5.43%,1.60%,22.50%,11.40%,3.05%,,1.92%,0.93%,,4.35%,3.92%,0.47%,0.22%,0%,0.38%,0%,0%,,0%,0%,,0.11%,0.05%,0%,0.07%,0%,0%,0%,0%,,0%,0%,,0.11%,0.10%,0.17%,0.66%,0.26%,1.14%,0%,0.30%,,0%,0%,,1.12%,1.86%,2.38%,2.42%,2.58%,3.24%,2.97%,4.88%,,0%,0%,,2.94%,2.44%,5.41%,2.79%,0.82%,7.05%,2.06%,2.44%,,0%,0%,,2.68%,1.48%
CC002,RL-13,UNC,229,1,5.537399284,3.897627091,2834400,450669.6,215981.28,57821.76,146538.48,1153600.8,55.60%,52.30%,75.10%,77.60%,9.97%,10.90%,8.19%,6.62%,42.60%,45.10%,3.58%,1.56%,0.79%,14.30%,2.27%,1.78%,,5.53%,3.45%,,58.10%,58.60%,28.30%,8.45%,1.49%,48.10%,16.70%,8.28%,,4.15%,1.48%,,8.02%,4.14%,1.29%,0.45%,0.08%,0.41%,0.76%,0%,,0%,0%,,0.05%,0.19%,0.20%,0.05%,0%,0%,1.14%,0%,,0%,0%,,0.20%,0.26%,0.70%,0.45%,0.54%,2.25%,1.89%,0.59%,,0%,0%,,2.66%,2.46%,5.12%,5.13%,2.53%,6.75%,4.92%,7.40%,,0%,0%,,5.02%,1.94%,9.25%,5.23%,0.66%,15.10%,3.79%,2.37%,,0%,0%,,4.04%,0.90%
CC002,RL-13,UNC,230,0,5.667141519,3.148191196,8733600,1414843.2,595631.52,203492.88,547596.72,3781648.8,46.70%,47.20%,71.90%,75.00%,12.80%,15.30%,8.11%,7.43%,50.60%,50.60%,4.75%,2.60%,1.02%,14.40%,2.25%,2.49%,,3.54%,2.31%,,64.90%,65.50%,28.40%,8.49%,1.64%,28.50%,4.49%,3.60%,,2.65%,2.31%,,6.42%,2.86%,1.16%,0.40%,0%,0.88%,1.12%,0%,,0%,0%,,0.46%,0.04%,0%,0%,0%,0.18%,0%,0%,,0%,0%,,0.07%,0.20%,0.24%,1.00%,0.51%,2.81%,2.25%,1.11%,,0%,0%,,3.57%,2.30%,10.30%,11.20%,3.17%,7.56%,13.50%,2.22%,,0%,0%,,3.90%,1.47%,12.90%,6.19%,0.57%,12.00%,4.49%,1.11%,,0%,0%,,3.24%,0.83%
CC002,RL-13,UNC,231,0,5.707570176,3.026669428,7759200,969900,411237.6,146648.88,351491.76,3445084.8,60.70%,58.20%,78.80%,88.70%,7.96%,5.53%,5.24%,3.50%,37.00%,40.40%,4.27%,1.76%,0.50%,9.57%,1.28%,0%,,8.14%,8.92%,,37.00%,41.70%,25.40%,9.47%,1.31%,19.60%,5.76%,1.50%,,8.79%,7.04%,,5.70%,2.87%,1.01%,0.62%,0.04%,0.44%,0%,0%,,0.32%,0%,,0.53%,0.07%,0.05%,0.11%,0%,0%,0.21%,0%,,0%,0%,,0.33%,0.14%,0.24%,0.47%,0.21%,1.23%,0.64%,0%,,0.33%,0.47%,,2.72%,2.36%,2.31%,1.36%,0.69%,1.67%,0.43%,1.20%,,0%,0%,,2.81%,1.31%,4.06%,2.58%,0.24%,3.69%,0.85%,1.20%,,0%,0%,,2.78%,0.79%
CC002,RL-13,UNC,232,0,6.290034611,3.937852093,7548000,996336,449106,131335.2,366832.8,3660780,58.30%,57.40%,83.50%,86.90%,4.71%,6.74%,7.22%,4.32%,39.40%,41.10%,4.08%,2.13%,0.80%,13.00%,3.60%,2.84%,,2.34%,3.31%,,34.90%,39.10%,17.40%,9.50%,1.46%,18.90%,8.11%,6.38%,,1.17%,1.10%,,8.41%,3.04%,0.22%,0.15%,0%,0.17%,0%,0.35%,,0%,0%,,0.25%,0%,0.04%,0.05%,0.11%,0%,0%,0.35%,,0%,0%,,0.13%,0.30%,0.18%,0.56%,0.41%,2.26%,0.90%,1.77%,,0.58%,0%,,1.88%,2.67%,1.20%,1.73%,2.86%,0.87%,3.60%,6.74%,,0%,0%,,4.83%,1.70%,0.80%,3.05%,0.38%,1.74%,2.70%,4.61%,,0%,0%,,4.21%,0.90%
CC002,RL-13,UNC,233,0,6.264817823,3.305351369,6033600,880905.6,354172.32,89297.28,405457.92,2516011.2,45.90%,41.00%,80.20%,88.70%,8.69%,5.10%,6.81%,4.24%,52.30%,57.20%,3.81%,1.29%,0.48%,13.30%,1.08%,1.19%,,6.02%,2.86%,,51.90%,53.90%,30.40%,9.94%,2.05%,23.00%,9.35%,4.17%,,5.09%,2.14%,,4.56%,1.41%,2.16%,0.51%,0.03%,0.77%,0.72%,1.79%,,0%,0.71%,,0.38%,0.28%,0.05%,0.08%,0%,0%,0%,0%,,0%,0%,,0.11%,0.02%,1.20%,0.47%,0.62%,9.21%,0.36%,4.76%,,0.46%,0%,,1.84%,1.55%,24.50%,4.33%,3.46%,14.10%,1.08%,6.55%,,0%,0%,,3.18%,1.61%,25.10%,5.65%,1.64%,21.20%,3.24%,5.95%,,0%,0%,,2.80%,0.83%
CC002,RL-13,UNC,234,0,6.103803721,4.579783597,1722000,244524,111069,27379.8,95054.4,755958,53.00%,49.00%,79.10%,91.90%,6.93%,2.72%,7.79%,4.42%,45.20%,49.20%,3.21%,0.63%,0.32%,9.96%,1.03%,0%,,8.26%,5.00%,,55.80%,50.00%,17.40%,7.58%,2.32%,20.60%,8.25%,2.70%,,7.34%,1.67%,,5.02%,1.76%,0.16%,0.18%,0%,0%,1.03%,0%,,0%,1.67%,,0.08%,0.07%,0%,0%,0%,0%,1.03%,0%,,0%,0%,,0.25%,0%,0.16%,0.45%,0.08%,0.36%,1.03%,0%,,0%,0%,,2.51%,1.76%,0.27%,3.07%,0.40%,0.36%,0%,5.41%,,0%,0%,,2.68%,0.51%,1.36%,2.53%,0.40%,1.78%,1.03%,0%,,0%,1.67%,,2.59%,0.81%
CC003,RL-13,UNC,235,0,6.209515015,5.384711743,12216000,1490352,851455.2,89176.8,412900.8,4031280,43.50%,36.90%,72.80%,76.40%,11.80%,10.40%,7.50%,7.98%,55.70%,62.20%,2.83%,1.82%,0.99%,15.30%,4.28%,1.55%,,0.84%,1.35%,,27.40%,28.60%,17.90%,5.63%,4.45%,24.40%,9.09%,4.66%,,0.84%,0.68%,,3.34%,1.60%,0.56%,0.09%,0.07%,1.73%,0.53%,1.55%,,0%,0%,,0.44%,0.10%,0.06%,0.09%,0.07%,0.13%,0.53%,0.52%,,1.68%,2.03%,,0.20%,0.77%,0.39%,0.52%,0.07%,1.47%,3.74%,1.55%,,0%,0%,,0.93%,1.41%,1.61%,14.50%,2.12%,3.07%,15.00%,4.15%,,0%,0%,,3.15%,1.09%,2.72%,2.16%,0.21%,8.27%,8.56%,3.63%,,0%,0%,,2.46%,0.42%
CC003,RL-13,UNC,236,0,6.209515015,3.174156759,11901600,1582912.8,1011636,77360.4,383231.52,2773072.8,53.70%,46.80%,73.30%,74.90%,11.70%,12.80%,6.60%,6.07%,45.70%,52.50%,3.20%,2.05%,1.19%,7.34%,4.38%,1.80%,,3.41%,2.52%,,32.90%,34.00%,11.10%,8.06%,2.86%,12.00%,13.40%,3.00%,,3.41%,1.68%,,3.11%,1.21%,0.87%,0.57%,0.03%,0.69%,1.64%,0.60%,,0%,0%,,0.34%,0.07%,0.04%,0%,0%,0.14%,0.82%,0.40%,,0%,0.42%,,0.37%,0.25%,1.29%,0.61%,0.34%,3.88%,2.19%,0.80%,,0%,0%,,1.50%,1.52%,9.51%,12.20%,3.07%,7.34%,10.10%,7.20%,,0%,0%,,2.70%,0.68%,6.72%,4.18%,0.34%,9.42%,10.40%,4.00%,,0%,0%,,2.77%,1.16%
CC003,RL-13,UNC,237,0,6.506053817,4.397940009,13092000,1234575.6,589140,53677.2,443818.8,3417012,44.80%,41.60%,74.90%,74.20%,11.70%,11.50%,7.61%,8.95%,54.40%,57.80%,3.45%,1.98%,1.56%,17.70%,5.75%,3.77%,,0%,1.35%,,35.70%,38.30%,18.20%,4.59%,4.00%,38.60%,7.47%,7.95%,,0%,0.81%,,2.55%,1.89%,0.49%,0.09%,0.03%,1.76%,1.15%,0.42%,,0%,0%,,0.06%,0.07%,0.04%,0.09%,0.26%,0.14%,0%,1.67%,,0.91%,1.35%,,0.61%,0.66%,0.35%,0.72%,2.70%,3.38%,1.15%,2.51%,,0%,0%,,1.77%,1.18%,3.67%,16.80%,5.40%,5.41%,20.70%,9.41%,,0%,0%,,2.44%,3.06%,4.42%,2.07%,2.77%,12.00%,6.90%,5.44%,,0%,0%,,0.89%,1.70%
CC003,RL-13,UNC,238,0,6.753327667,3.711807229,19488000,2065728,1188768,95491.2,582691.2,5826912,47.30%,43.10%,76.00%,76.20%,12.40%,12.70%,6.16%,7.25%,51.70%,56.00%,4.52%,1.63%,1.64%,20.30%,3.41%,2.46%,,1.93%,1.62%,,32.80%,36.20%,14.00%,5.40%,2.76%,32.20%,3.96%,2.67%,,0.55%,0.54%,,5.39%,1.28%,0.45%,0.47%,0.02%,0.56%,0.68%,0.31%,,0%,0%,,0.62%,0.15%,0.08%,0.13%,0.07%,0.08%,0.27%,0.21%,,0.28%,0.72%,,1.01%,1.02%,0.45%,0.47%,0.48%,4.78%,1.77%,0.41%,,0.28%,0.18%,,2.02%,1.84%,3.20%,5.20%,3.82%,4.34%,7.78%,3.79%,,0%,0%,,4.84%,0.80%,2.21%,2.90%,0.45%,7.44%,4.37%,2.77%,,0.28%,0.18%,,3.83%,0.37%
CC003,RL-13,UNC,239,0,6.649334859,6.049218023,12504000,1375440,651458.4,51266.4,538922.4,4201344,34.30%,33.60%,75.50%,77.70%,6.34%,10.70%,8.91%,7.18%,65.50%,65.90%,2.51%,1.48%,1.06%,11.00%,2.78%,2.73%,,3.97%,0%,,24.40%,29.40%,18.60%,8.01%,4.31%,17.70%,4.63%,1.82%,,1.99%,0%,,1.14%,0.77%,0.38%,0.16%,0.06%,0.11%,0.93%,0.91%,,0%,0%,,0.06%,0.03%,0%,0%,0%,0%,0.93%,0%,,0.66%,0.68%,,0.34%,0.62%,0.21%,0.31%,0.25%,1.70%,0.93%,0.91%,,0%,0%,,0.61%,0.79%,2.59%,2.10%,3.75%,3.41%,3.70%,5.45%,,0%,0%,,0.80%,0.77%,2.97%,0.54%,0.12%,6.71%,6.48%,3.18%,,0%,0.68%,,0.58%,0.32%
CC003,RL-13,UNC,240,1,6.280274774,4.086359831,13020000,1874880,1040298,131502,561162,4205460,40.80%,40.30%,84.80%,72.60%,3.57%,11.00%,6.70%,9.11%,57.30%,58.00%,2.24%,0.82%,0.53%,14.00%,4.08%,2.64%,,5.52%,1.06%,,31.40%,36.10%,11.30%,6.45%,3.88%,31.60%,8.16%,13.70%,,6.08%,1.06%,,7.97%,6.80%,0.17%,0.04%,0%,0.54%,1.02%,0.44%,,0%,0%,,0.26%,0.07%,0.03%,0.04%,0%,0.09%,0%,0.44%,,0%,0%,,0.62%,0.54%,0.28%,0.17%,0.80%,3.43%,0%,0.88%,,0%,0%,,1.27%,1.48%,0.66%,1.12%,2.81%,3.79%,1.02%,9.25%,,0%,0%,,5.24%,5.56%,1.00%,1.93%,0.47%,8.39%,5.10%,3.52%,,0.54%,0%,,4.88%,2.49%
CC003,RL-13,UNC,241,1,6.223582462,3.049218023,8932800,1250592,683359.2,89328,376070.88,2983555.2,45.50%,38.60%,82.60%,87.90%,6.02%,4.05%,7.24%,3.86%,52.10%,60.20%,1.70%,1.14%,1.03%,18.40%,2.30%,2.25%,,3.45%,0%,,32.10%,28.10%,14.50%,9.94%,4.97%,42.20%,5.07%,5.62%,,1.15%,0%,,13.40%,7.15%,0.52%,0.10%,0.05%,0.93%,0.46%,1.12%,,0%,0%,,0.61%,0.06%,0%,0.07%,0%,0.37%,0.46%,0%,,1.53%,0%,,0.68%,0.64%,0.36%,0.27%,0.47%,4.18%,0.46%,3.37%,,0%,0%,,1.07%,1.17%,2.54%,2.28%,1.29%,7.34%,0.92%,3.37%,,0%,0%,,9.75%,5.22%,2.93%,2.79%,0.78%,16.60%,4.61%,5.62%,,0%,0%,,9.60%,2.95%
CC003,RL-13,UNC,242,1,6.681241237,4.449735454,5814000,883728,393026.4,42442.2,308723.4,1418616,45.70%,41.20%,82.20%,82.90%,5.95%,4.78%,7.05%,6.69%,53.40%,57.90%,2.28%,1.59%,0.74%,11.60%,3.81%,2.86%,,0.40%,2.58%,,31.60%,27.10%,28.10%,10.30%,9.15%,34.30%,4.76%,6.43%,,0%,4.12%,,7.38%,3.48%,0.79%,0.14%,0.04%,0.78%,1.90%,0%,,0%,0%,,0.27%,0.10%,0%,0.07%,0.08%,0.16%,0%,0.71%,,0.81%,1.03%,,1.75%,1.92%,0.54%,0.48%,0.25%,1.86%,0.95%,0%,,0%,0%,,1.24%,0.80%,7.13%,4.03%,0.45%,10.90%,2.38%,0%,,0%,0%,,6.26%,2.45%,8.86%,2.76%,0.45%,19.30%,3.81%,5.71%,,0%,0.51%,,4.29%,1.29%
